prof_id,week_day,hour,semester,academic_year,module,degree,room,degree_year
106,Thu,8,1,2023/2024,Metodologie biomolecolari e genetiche teoria,Laurea in Biotecnologie [385] Corsi di laurea - UNICO,Aula T.04 [Borgo Roma - Ca' Vignal 3],3
106,Thu,9,1,2023/2024,Metodologie biomolecolari e genetiche teoria,Laurea in Biotecnologie [385] Corsi di laurea - UNICO,Aula T.04 [Borgo Roma - Ca' Vignal 3],3
106,Thu,10,1,2023/2024,Metodologie biomolecolari e genetiche teoria,Laurea in Biotecnologie [385] Corsi di laurea - UNICO,Aula T.04 [Borgo Roma - Ca' Vignal 3],3
106,Wed,8,1,2023/2024,Metodologie biomolecolari e genetiche teoria,Laurea in Biotecnologie [385] Corsi di laurea - UNICO,Aula T.04 [Borgo Roma - Ca' Vignal 3],3
106,Wed,9,1,2023/2024,Metodologie biomolecolari e genetiche teoria,Laurea in Biotecnologie [385] Corsi di laurea - UNICO,Aula T.04 [Borgo Roma - Ca' Vignal 3],3
106,Wed,10,1,2023/2024,Metodologie biomolecolari e genetiche teoria,Laurea in Biotecnologie [385] Corsi di laurea - UNICO,Aula T.04 [Borgo Roma - Ca' Vignal 3],3
22,Thu,8,1,2023/2024,Computational epistemology and philosophy,Laurea magistrale in Artificial Intelligence [1046] Corsi di laurea magistrale - UNICO,Aula T.03 [Borgo Roma - Ca' Vignal 3],"[1,2]"
22,Thu,9,1,2023/2024,Computational epistemology and philosophy,Laurea magistrale in Artificial Intelligence [1046] Corsi di laurea magistrale - UNICO,Aula T.03 [Borgo Roma - Ca' Vignal 3],"[1,2]"
22,Thu,10,1,2023/2024,Computational epistemology and philosophy,Laurea magistrale in Artificial Intelligence [1046] Corsi di laurea magistrale - UNICO,Aula T.03 [Borgo Roma - Ca' Vignal 3],"[1,2]"
107,Fri,8,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - MATHEMATICS FOR EDUCATION,Aula G [Borgo Roma - Ca' Vignal 2],1
107,Fri,9,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - MATHEMATICS FOR EDUCATION,Aula G [Borgo Roma - Ca' Vignal 2],1
107,Mon,8,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - MATHEMATICS FOR EDUCATION,Aula G [Borgo Roma - Ca' Vignal 2],1
107,Mon,9,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - MATHEMATICS FOR EDUCATION,Aula G [Borgo Roma - Ca' Vignal 2],1
107,Mon,10,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - MATHEMATICS FOR EDUCATION,Aula G [Borgo Roma - Ca' Vignal 2],1
107,Wed,8,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - MATHEMATICS FOR EDUCATION,Aula G [Borgo Roma - Ca' Vignal 2],1
107,Wed,9,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - MATHEMATICS FOR EDUCATION,Aula G [Borgo Roma - Ca' Vignal 2],1
107,Wed,10,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - MATHEMATICS FOR EDUCATION,Aula G [Borgo Roma - Ca' Vignal 2],1
107,Fri,8,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - APPLIED MATHEMATICS,Aula G [Borgo Roma - Ca' Vignal 2],1
107,Fri,9,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - APPLIED MATHEMATICS,Aula G [Borgo Roma - Ca' Vignal 2],1
107,Mon,8,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - APPLIED MATHEMATICS,Aula G [Borgo Roma - Ca' Vignal 2],1
107,Mon,9,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - APPLIED MATHEMATICS,Aula G [Borgo Roma - Ca' Vignal 2],1
107,Mon,10,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - APPLIED MATHEMATICS,Aula G [Borgo Roma - Ca' Vignal 2],1
107,Wed,8,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - APPLIED MATHEMATICS,Aula G [Borgo Roma - Ca' Vignal 2],1
107,Wed,9,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - APPLIED MATHEMATICS,Aula G [Borgo Roma - Ca' Vignal 2],1
107,Wed,10,1,2023/2024,Functional analysis,Laurea magistrale in Mathematics [389] Corsi di laurea magistrale - APPLIED MATHEMATICS,Aula G [Borgo Roma - Ca' Vignal 2],1
108,Tue,15,1,2023/2024,Biologia sintetica della produttività vegetale Teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula L [Borgo Roma - Ca' Vignal 2],2
108,Tue,16,1,2023/2024,Biologia sintetica della produttività vegetale Teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula L [Borgo Roma - Ca' Vignal 2],2
108,Wed,15,1,2023/2024,Biologia sintetica della produttività vegetale Teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula I [Borgo Roma - Ca' Vignal 2],2
108,Wed,16,1,2023/2024,Biologia sintetica della produttività vegetale Teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula I [Borgo Roma - Ca' Vignal 2],2
109,Fri,8,1,2023/2024,Marketing research for agrifood and natural resources,Laurea magistrale in Data Science [955] Corsi di laurea magistrale - UNICO,Aula L [Borgo Roma - Ca' Vignal 2],"[1,2]"
109,Fri,9,1,2023/2024,Marketing research for agrifood and natural resources,Laurea magistrale in Data Science [955] Corsi di laurea magistrale - UNICO,Aula L [Borgo Roma - Ca' Vignal 2],"[1,2]"
109,Thu,8,1,2023/2024,Marketing research for agrifood and natural resources,Laurea magistrale in Data Science [955] Corsi di laurea magistrale - UNICO,Aula B [Borgo Roma - Ca' Vignal 1],"[1,2]"
109,Thu,9,1,2023/2024,Marketing research for agrifood and natural resources,Laurea magistrale in Data Science [955] Corsi di laurea magistrale - UNICO,Aula B [Borgo Roma - Ca' Vignal 1],"[1,2]"
30,Mon,11,1,2023/2024,Basi di dati Teoria,Laurea in Informatica [420] Corsi di laurea - UNICO,Aula B [Borgo Roma - Ca' Vignal 1],3
30,Mon,12,1,2023/2024,Basi di dati Teoria,Laurea in Informatica [420] Corsi di laurea - UNICO,Aula B [Borgo Roma - Ca' Vignal 1],3
30,Tue,11,1,2023/2024,Basi di dati Teoria,Laurea in Informatica [420] Corsi di laurea - UNICO,Aula B [Borgo Roma - Ca' Vignal 1],3
30,Tue,12,1,2023/2024,Basi di dati Teoria,Laurea in Informatica [420] Corsi di laurea - UNICO,Aula B [Borgo Roma - Ca' Vignal 1],3
88,Mon,11,1,2023/2024,Machine learning for biological structures and networks Teoria,Laurea magistrale in Medical bioinformatics [769] Corsi di laurea magistrale - UNICO,Aula T.06 [Borgo Roma - Ca' Vignal 3],1
88,Mon,12,1,2023/2024,Machine learning for biological structures and networks Teoria,Laurea magistrale in Medical bioinformatics [769] Corsi di laurea magistrale - UNICO,Aula T.06 [Borgo Roma - Ca' Vignal 3],1
88,Mon,16,1,2023/2024,Elaborazione di segnali e immagini Laboratorio,Laurea in Informatica [420] Corsi di laurea - UNICO,Aula Delta [Borgo Roma - Ca' Vignal 3 - Piramide],3
88,Mon,17,1,2023/2024,Elaborazione di segnali e immagini Laboratorio,Laurea in Informatica [420] Corsi di laurea - UNICO,Aula Delta [Borgo Roma - Ca' Vignal 3 - Piramide],3
88,Mon,18,1,2023/2024,Elaborazione di segnali e immagini Laboratorio,Laurea in Informatica [420] Corsi di laurea - UNICO,Aula Delta [Borgo Roma - Ca' Vignal 3 - Piramide],3
88,Tue,10,1,2023/2024,Machine learning for biological structures and networks Laboratorio,Laurea magistrale in Medical bioinformatics [769] Corsi di laurea magistrale - UNICO,Aula Alfa [Borgo Roma - Ca' Vignal 2],1
88,Tue,11,1,2023/2024,Machine learning for biological structures and networks Laboratorio,Laurea magistrale in Medical bioinformatics [769] Corsi di laurea magistrale - UNICO,Aula Alfa [Borgo Roma - Ca' Vignal 2],1
88,Tue,12,1,2023/2024,Machine learning for biological structures and networks Laboratorio,Laurea magistrale in Medical bioinformatics [769] Corsi di laurea magistrale - UNICO,Aula Alfa [Borgo Roma - Ca' Vignal 2],1
88,Tue,14,1,2023/2024,Recupero di dati ed elaborazione di segnali e immagini per bioinformatica RICONOSCIMENTO E RECUPERO DELL'INFORMAZIONE PER BIOINFORMATICA Teoria,Laurea in Bioinformatica [419] Corsi di laurea - UNICO,Aula T.03 [Borgo Roma - Ca' Vignal 3],3
88,Tue,15,1,2023/2024,Recupero di dati ed elaborazione di segnali e immagini per bioinformatica RICONOSCIMENTO E RECUPERO DELL'INFORMAZIONE PER BIOINFORMATICA Teoria,Laurea in Bioinformatica [419] Corsi di laurea - UNICO,Aula T.03 [Borgo Roma - Ca' Vignal 3],3
88,Tue,16,1,2023/2024,Recupero di dati ed elaborazione di segnali e immagini per bioinformatica RICONOSCIMENTO E RECUPERO DELL'INFORMAZIONE PER BIOINFORMATICA Teoria,Laurea in Bioinformatica [419] Corsi di laurea - UNICO,Aula T.03 [Borgo Roma - Ca' Vignal 3],3
88,Wed,11,1,2023/2024,Recupero di dati ed elaborazione di segnali e immagini per bioinformatica RICONOSCIMENTO E RECUPERO DELL'INFORMAZIONE PER BIOINFORMATICA Laboratorio,Laurea in Bioinformatica [419] Corsi di laurea - UNICO,Aula Alfa [Borgo Roma - Ca' Vignal 2],3
88,Wed,12,1,2023/2024,Recupero di dati ed elaborazione di segnali e immagini per bioinformatica RICONOSCIMENTO E RECUPERO DELL'INFORMAZIONE PER BIOINFORMATICA Laboratorio,Laurea in Bioinformatica [419] Corsi di laurea - UNICO,Aula Alfa [Borgo Roma - Ca' Vignal 2],3
73,Fri,14,1,2023/2024,Planning and Automated Reasoning AUTOMATED REASONING,Laurea magistrale in Artificial Intelligence [1046] Corsi di laurea magistrale - UNICO,Aula C [Borgo Roma - Ca' Vignal 1],1
73,Fri,15,1,2023/2024,Planning and Automated Reasoning AUTOMATED REASONING,Laurea magistrale in Artificial Intelligence [1046] Corsi di laurea magistrale - UNICO,Aula C [Borgo Roma - Ca' Vignal 1],1
73,Fri,16,1,2023/2024,Planning and Automated Reasoning AUTOMATED REASONING,Laurea magistrale in Artificial Intelligence [1046] Corsi di laurea magistrale - UNICO,Aula C [Borgo Roma - Ca' Vignal 1],1
73,Mon,15,1,2023/2024,Verifica automatica di sistemi,Laurea magistrale in Ingegneria e scienze informatiche [417] Corsi di laurea magistrale - Classe LM-32,Aula I [Borgo Roma - Ca' Vignal 2],"[1,2]"
73,Mon,16,1,2023/2024,Verifica automatica di sistemi,Laurea magistrale in Ingegneria e scienze informatiche [417] Corsi di laurea magistrale - Classe LM-32,Aula I [Borgo Roma - Ca' Vignal 2],"[1,2]"
73,Tue,15,1,2023/2024,Verifica automatica di sistemi,Laurea magistrale in Ingegneria e scienze informatiche [417] Corsi di laurea magistrale - Classe LM-32,Aula I [Borgo Roma - Ca' Vignal 2],"[1,2]"
73,Tue,16,1,2023/2024,Verifica automatica di sistemi,Laurea magistrale in Ingegneria e scienze informatiche [417] Corsi di laurea magistrale - Classe LM-32,Aula I [Borgo Roma - Ca' Vignal 2],"[1,2]"
73,Wed,11,1,2023/2024,Planning and Automated Reasoning AUTOMATED REASONING,Laurea magistrale in Artificial Intelligence [1046] Corsi di laurea magistrale - UNICO,Aula C [Borgo Roma - Ca' Vignal 1],1
73,Wed,12,1,2023/2024,Planning and Automated Reasoning AUTOMATED REASONING,Laurea magistrale in Artificial Intelligence [1046] Corsi di laurea magistrale - UNICO,Aula C [Borgo Roma - Ca' Vignal 1],1
56,Mon,8,1,2023/2024,Analisi matematica I,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - SEGNALI E DATI,Aula magna [Borgo Roma - Ca' Vignal 3],1
56,Mon,9,1,2023/2024,Analisi matematica I,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - SEGNALI E DATI,Aula magna [Borgo Roma - Ca' Vignal 3],1
56,Mon,10,1,2023/2024,Analisi matematica I,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - SEGNALI E DATI,Aula magna [Borgo Roma - Ca' Vignal 3],1
56,Mon,8,1,2023/2024,Analisi matematica I,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - DISPOSITIVI E ROBOT,Aula magna [Borgo Roma - Ca' Vignal 3],1
56,Mon,9,1,2023/2024,Analisi matematica I,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - DISPOSITIVI E ROBOT,Aula magna [Borgo Roma - Ca' Vignal 3],1
56,Mon,10,1,2023/2024,Analisi matematica I,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - DISPOSITIVI E ROBOT,Aula magna [Borgo Roma - Ca' Vignal 3],1
56,Mon,13,1,2023/2024,Analisi II: applicazioni e metodi matematici ANALISI MATEMATICA II,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - SEGNALI E DATI,Aula A [Borgo Roma - Ca' Vignal 1],2
56,Mon,14,1,2023/2024,Analisi II: applicazioni e metodi matematici ANALISI MATEMATICA II,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - SEGNALI E DATI,Aula A [Borgo Roma - Ca' Vignal 1],2
56,Mon,13,1,2023/2024,Analisi II: applicazioni e metodi matematici ANALISI MATEMATICA II,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - DISPOSITIVI E ROBOT,Aula A [Borgo Roma - Ca' Vignal 1],2
56,Mon,14,1,2023/2024,Analisi II: applicazioni e metodi matematici ANALISI MATEMATICA II,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - DISPOSITIVI E ROBOT,Aula A [Borgo Roma - Ca' Vignal 1],2
56,Thu,14,1,2023/2024,Analisi matematica I,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - SEGNALI E DATI,Aula magna [Borgo Roma - Ca' Vignal 3],1
56,Thu,15,1,2023/2024,Analisi matematica I,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - SEGNALI E DATI,Aula magna [Borgo Roma - Ca' Vignal 3],1
56,Thu,14,1,2023/2024,Analisi matematica I,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - DISPOSITIVI E ROBOT,Aula magna [Borgo Roma - Ca' Vignal 3],1
56,Thu,15,1,2023/2024,Analisi matematica I,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - DISPOSITIVI E ROBOT,Aula magna [Borgo Roma - Ca' Vignal 3],1
56,Tue,8,1,2023/2024,Analisi II: applicazioni e metodi matematici ANALISI MATEMATICA II,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - SEGNALI E DATI,Aula A [Borgo Roma - Ca' Vignal 1],2
56,Tue,9,1,2023/2024,Analisi II: applicazioni e metodi matematici ANALISI MATEMATICA II,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - SEGNALI E DATI,Aula A [Borgo Roma - Ca' Vignal 1],2
56,Tue,10,1,2023/2024,Analisi II: applicazioni e metodi matematici ANALISI MATEMATICA II,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - SEGNALI E DATI,Aula A [Borgo Roma - Ca' Vignal 1],2
56,Tue,8,1,2023/2024,Analisi II: applicazioni e metodi matematici ANALISI MATEMATICA II,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - DISPOSITIVI E ROBOT,Aula A [Borgo Roma - Ca' Vignal 1],2
56,Tue,9,1,2023/2024,Analisi II: applicazioni e metodi matematici ANALISI MATEMATICA II,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - DISPOSITIVI E ROBOT,Aula A [Borgo Roma - Ca' Vignal 1],2
56,Tue,10,1,2023/2024,Analisi II: applicazioni e metodi matematici ANALISI MATEMATICA II,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - DISPOSITIVI E ROBOT,Aula A [Borgo Roma - Ca' Vignal 1],2
17,Fri,9,1,2023/2024,Elettromagnetismo e ottica,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - SEGNALI E DATI,Aula A [Borgo Roma - Ca' Vignal 1],2
17,Fri,10,1,2023/2024,Elettromagnetismo e ottica,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - SEGNALI E DATI,Aula A [Borgo Roma - Ca' Vignal 1],2
17,Fri,11,1,2023/2024,Elettromagnetismo e ottica,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - SEGNALI E DATI,Aula A [Borgo Roma - Ca' Vignal 1],2
17,Thu,13,1,2023/2024,Elettromagnetismo e ottica,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - SEGNALI E DATI,Aula A [Borgo Roma - Ca' Vignal 1],2
17,Thu,14,1,2023/2024,Elettromagnetismo e ottica,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - SEGNALI E DATI,Aula A [Borgo Roma - Ca' Vignal 1],2
17,Fri,9,1,2023/2024,Elettromagnetismo e ottica,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - DISPOSITIVI E ROBOT,Aula A [Borgo Roma - Ca' Vignal 1],2
17,Fri,10,1,2023/2024,Elettromagnetismo e ottica,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - DISPOSITIVI E ROBOT,Aula A [Borgo Roma - Ca' Vignal 1],2
17,Fri,11,1,2023/2024,Elettromagnetismo e ottica,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - DISPOSITIVI E ROBOT,Aula A [Borgo Roma - Ca' Vignal 1],2
17,Thu,13,1,2023/2024,Elettromagnetismo e ottica,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - DISPOSITIVI E ROBOT,Aula A [Borgo Roma - Ca' Vignal 1],2
17,Thu,14,1,2023/2024,Elettromagnetismo e ottica,Laurea interateneo in Ingegneria dei Sistemi Medicali per la persona [1001] Corsi di laurea - DISPOSITIVI E ROBOT,Aula A [Borgo Roma - Ca' Vignal 1],2
62,Mon,13,1,2023/2024,Scienze omiche MODULO I Metabolomica teoria - Scienze omiche MODULO I Trascrittomica teoria - Scienze omiche MODULO II Proteomica teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula H [Borgo Roma - Ca' Vignal 2],1
62,Mon,14,1,2023/2024,Scienze omiche MODULO I Metabolomica teoria - Scienze omiche MODULO I Trascrittomica teoria - Scienze omiche MODULO II Proteomica teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula H [Borgo Roma - Ca' Vignal 2],1
62,Mon,15,1,2023/2024,Scienze omiche MODULO I Metabolomica teoria - Scienze omiche MODULO I Trascrittomica teoria - Scienze omiche MODULO II Proteomica teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula H [Borgo Roma - Ca' Vignal 2],1
62,Thu,12,1,2023/2024,Scienze omiche MODULO I Metabolomica teoria - Scienze omiche MODULO I Trascrittomica teoria - Scienze omiche MODULO II Proteomica teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula H [Borgo Roma - Ca' Vignal 2],1
62,Thu,13,1,2023/2024,Scienze omiche MODULO I Metabolomica teoria - Scienze omiche MODULO I Trascrittomica teoria - Scienze omiche MODULO II Proteomica teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula H [Borgo Roma - Ca' Vignal 2],1
62,Thu,14,1,2023/2024,Scienze omiche MODULO I Metabolomica teoria - Scienze omiche MODULO I Trascrittomica teoria - Scienze omiche MODULO II Proteomica teoria,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Aula H [Borgo Roma - Ca' Vignal 2],1
62,Thu,15,1,2023/2024,Functional proteomics,Laurea magistrale in Molecular and medical biotechnology [698] Corsi di laurea magistrale - UNICO,Aula T.02 [Borgo Roma - Ca' Vignal 3],1
62,Tue,13,1,2023/2024,Scienze omiche MODULO II Proteomica laboratorio,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Laboratorio di Biochimica [Borgo Roma - Ca' Vignal 3],1
62,Tue,14,1,2023/2024,Scienze omiche MODULO II Proteomica laboratorio,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Laboratorio di Biochimica [Borgo Roma - Ca' Vignal 3],1
62,Tue,15,1,2023/2024,Scienze omiche MODULO II Proteomica laboratorio,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Laboratorio di Biochimica [Borgo Roma - Ca' Vignal 3],1
62,Tue,16,1,2023/2024,Scienze omiche MODULO II Proteomica laboratorio,Laurea magistrale in Biotecnologie agro-alimentari [388] Corsi di laurea magistrale - UNICO,Laboratorio di Biochimica [Borgo Roma - Ca' Vignal 3],1
62,Tue,17,1,2023/2024,Functional proteomics,Laurea magistrale in Molecular and medical biotechnology [698] Corsi di laurea magistrale - UNICO,Aula T.02 [Borgo Roma - Ca' Vignal 3],1
62,Tue,18,1,2023/2024,Functional proteomics,Laurea magistrale in Molecular and medical biotechnology [698] Corsi di laurea magistrale - UNICO,Aula T.02 [Borgo Roma - Ca' Vignal 3],1
27,Mon,14,1,2023/2024,Chimica analitica applicata agli alimenti LABORATORIO DI CHIMICA ANALITICA APPLICATA AGLI ALIMENTI,Laurea in Innovazione e sostenibilita' nella produzione industriale di alimenti [1049] Corsi di laurea - UNICO,Laboratorio di Chimica [Borgo Roma - Ca' Vignal 3],2
27,Mon,15,1,2023/2024,Chimica analitica applicata agli alimenti LABORATORIO DI CHIMICA ANALITICA APPLICATA AGLI ALIMENTI,Laurea in Innovazione e sostenibilita' nella produzione industriale di alimenti [1049] Corsi di laurea - UNICO,Laboratorio di Chimica [Borgo Roma - Ca' Vignal 3],2
27,Mon,16,1,2023/2024,Chimica analitica applicata agli alimenti LABORATORIO DI CHIMICA ANALITICA APPLICATA AGLI ALIMENTI,Laurea in Innovazione e sostenibilita' nella produzione industriale di alimenti [1049] Corsi di laurea - UNICO,Laboratorio di Chimica [Borgo Roma - Ca' Vignal 3],2
27,Mon,17,1,2023/2024,Chimica analitica applicata agli alimenti LABORATORIO DI CHIMICA ANALITICA APPLICATA AGLI ALIMENTI,Laurea in Innovazione e sostenibilita' nella produzione industriale di alimenti [1049] Corsi di laurea - UNICO,Laboratorio di Chimica [Borgo Roma - Ca' Vignal 3],2
27,Thu,9,1,2023/2024,Chimica analitica applicata agli alimenti CHIMICA ANALITICA APPLICATA AGLI ALIMENTI (TEORIA),Laurea in Innovazione e sostenibilita' nella produzione industriale di alimenti [1049] Corsi di laurea - UNICO,Auletta Atrio CV1 [Borgo Roma - Ca' Vignal 1],2
27,Thu,10,1,2023/2024,Chimica analitica applicata agli alimenti CHIMICA ANALITICA APPLICATA AGLI ALIMENTI (TEORIA),Laurea in Innovazione e sostenibilita' nella produzione industriale di alimenti [1049] Corsi di laurea - UNICO,Auletta Atrio CV1 [Borgo Roma - Ca' Vignal 1],2
27,Wed,14,1,2023/2024,Chimica analitica applicata agli alimenti CHIMICA ANALITICA APPLICATA AGLI ALIMENTI (TEORIA),Laurea in Innovazione e sostenibilita' nella produzione industriale di alimenti [1049] Corsi di laurea - UNICO,Auletta Atrio CV1 [Borgo Roma - Ca' Vignal 1],2
27,Wed,15,1,2023/2024,Chimica analitica applicata agli alimenti CHIMICA ANALITICA APPLICATA AGLI ALIMENTI (TEORIA),Laurea in Innovazione e sostenibilita' nella produzione industriale di alimenti [1049] Corsi di laurea - UNICO,Auletta Atrio CV1 [Borgo Roma - Ca' Vignal 1],2
41,Fri,14,1,2023/2024,Analisi matematica II,Laurea in Informatica [420] Corsi di laurea - UNICO,Aula A [Borgo Roma - Ca' Vignal 1],2
41,Fri,15,1,2023/2024,Analisi matematica II,Laurea in Informatica [420] Corsi di laurea - UNICO,Aula A [Borgo Roma - Ca' Vignal 1],2
41,Fri,16,1,2023/2024,Analisi matematica II,Laurea in Informatica [420] Corsi di laurea - UNICO,Aula A [Borgo Roma - Ca' Vignal 1],2
41,Tue,16,1,2023/2024,Analisi matematica II,Laurea in Informatica [420] Corsi di laurea - UNICO,Aula A [Borgo Roma - Ca' Vignal 1],2
41,Tue,17,1,2023/2024,Analisi matematica II,Laurea in Informatica [420] Corsi di laurea - UNICO,Aula A [Borgo Roma - Ca' Vignal 1],2
44,Mon,11,1,2023/2024,Robotics,Laurea magistrale in Computer Engineering for Robotics and Smart Industry [954] Corsi di laurea magistrale - UNICO,Aula M [Borgo Roma - Ca' Vignal 2],1
44,Mon,12,1,2023/2024,Robotics,Laurea magistrale in Computer Engineering for Robotics and Smart Industry [954] Corsi di laurea magistrale - UNICO,Aula M [Borgo Roma - Ca' Vignal 2],1
44,Thu,11,1,2023/2024,Physical human-robot interaction,Laurea magistrale in Computer Engineering for Robotics and Smart Industry [954] Corsi di laurea magistrale - UNICO,Laboratorio Ciberfisico [Borgo Roma - Ca' Vignal 3],2
44,Thu,12,1,2023/2024,Physical human-robot interaction,Laurea magistrale in Computer Engineering for Robotics and Smart Industry [954] Corsi di laurea magistrale - UNICO,Laboratorio Ciberfisico [Borgo Roma - Ca' Vignal 3],2
44,Thu,15,1,2023/2024,Controlli automatici,Laurea in Informatica [420] Corsi di laurea - UNICO,Aula B [Borgo Roma - Ca' Vignal 1],3
44,Thu,16,1,2023/2024,Controlli automatici,Laurea in Informatica [420] Corsi di laurea - UNICO,Aula B [Borgo Roma - Ca' Vignal 1],3
44,Tue,10,1,2023/2024,Robotics,Laurea magistrale in Computer Engineering for Robotics and Smart Industry [954] Corsi di laurea magistrale - UNICO,Aula M [Borgo Roma - Ca' Vignal 2],1
44,Tue,11,1,2023/2024,Robotics,Laurea magistrale in Computer Engineering for Robotics and Smart Industry [954] Corsi di laurea magistrale - UNICO,Aula M [Borgo Roma - Ca' Vignal 2],1
44,Tue,12,1,2023/2024,Robotics,Laurea magistrale in Computer Engineering for Robotics and Smart Industry [954] Corsi di laurea magistrale - UNICO,Aula M [Borgo Roma - Ca' Vignal 2],1
44,Wed,8,1,2023/2024,Controlli automatici,Laurea in Informatica [420] Corsi di laurea - UNICO,Aula B [Borgo Roma - Ca' Vignal 1],3
44,Wed,9,1,2023/2024,Controlli automatici,Laurea in Informatica [420] Corsi di laurea - UNICO,Aula B [Borgo Roma - Ca' Vignal 1],3
44,Wed,10,1,2023/2024,Controlli automatici,Laurea in Informatica [420] Corsi di laurea - UNICO,Aula B [Borgo Roma - Ca' Vignal 1],3
